id	name	en	fr	de	es	ru	pt	zh	ja
859	e_loc_manual_defensive_weapons_ciws_guns_2	These guns will fire automatically until their target moves out of range or is destroyed.	Ces canons tireront automatiquement jusqu'à ce que leur cible se déplace hors de portée ou soit détruite.	Diese Geschütze feuern automatisch, bis ihr Ziel außer Reichweite ist oder zerstört wird.	Disparan automáticamente hasta que los objetivos salen de su alcance o son destruidos.	Автоматические турели ПВО не требуют ручного управления и будут самостоятельно открывать огонь по любым вражеским целям в радиусе поражения.	Estas armas disparam automaticamente até que seu alvo esteja fora de alcance ou seja destruído.	这些防空炮会自动开火，直到目标脱离射程或被摧毁。	これらの機関砲は、ターゲットが照準から外れるか破壊されるまで自動で発砲する。
860	e_loc_aa_status	AA Status	Statut AA	Flugabwehr-Status	Estado AA	Ракетные турели ПВО	Status AA	防空导弹状态	対空ステータス
861	e_loc_manual_defensive_weapons_screens_aa	Displays ammo, damage and tracking status of AA missile arrays.	Affiche l'état des munitions, des dommages et du suivi des réseaux de missiles AA.	Zeigt Munition, Schaden und Verfolgungsstatus von AA-Raketengruppen an.	Muestra la munición, el daño y el estado de rastreo de las matrices de misiles AA.	Отображает боезапас и ведение цели ракетными турелями ПВО.	Exibe munição, dano e condições de rastreamento de linhas de mísseis antiaéreos.	显示防空导弹阵列的弹药、损伤和追踪状态。	対空ミサイルアレイの砲弾、ダメージ、追跡ステータスを表示する。
862	e_loc_ciws_status	CIWS Status	Statut CIWS	CIWS-Status	Estado CIWS	Автоматические турели ПВО	Status CIWS	近程防御武器系统状态	近接防衛システム・ステータス
863	e_loc_manual_defensive_weapons_screens_ciws	Displays ammo, damage and tracking status of CIWS guns.	Affiche l'état des munitions, des dommages et du suivi des canons CIWS.	Zeigt Munition, Schaden und Verfolgungsstatus von CIWS-Kanonen an.	Muestra la munición, el daño y el estado de rastreo de los cañones CIWS.	Отображает боезапас и ведение цели автоматическими турелями ПВО.	Exibe munição, dano e condições de rastreamento das armas CIWS.	显示近程防御武器系统的弹药、损伤和追踪状态。	近接防衛システム機関砲の砲弾、ダメージ、追跡ステータスを表示する。
864	e_loc_aa_armed	AA Armed	AA armé	FLUGABWEHR aktiviert	Armar AA	Ракетная турель ПВО	AA acionados	防空准备	対空 武装済み
865	e_loc_manual_defensive_weapons_buttons_aa	Arm each of the 2 AA missile arrays.	Armez chacun des 2 réseaux de missiles AA.	Aktiviert jede der 2 Fla-Raketengruppen.	Arma ambas matrices de misiles AA.	Активирует ракетные турели ПВО.	Acione cada uma das 2 linhas de mísseis antiaéreos.	准备2个防空导弹阵列中的一个。	対空ミサイルアレイ2つをそれぞれ装備しよう。
866	e_loc_manual_defensive_weapons_buttons_missile	Fire the corresponding AA missile if a target is tracked.	Tirez le missile AA correspondant si une cible est suivie.	Feuert die entsprechende Fla-Rakete ab, wenn ein Ziel getrackt wird.	Si hay un objetivo rastreado, dispara el misil correspondiente.	Выпускает ракету если цель ведется соответсвующей ракетной турелью ПВО.	Dispare o míssil antiaéreo correspondente caso o alvo seja rastreado.	如果目标已被追踪，发射对应的防空导弹。	ターゲットを追跡した場合、対応する対空ミサイルを発射しよう。
867	e_loc_ciws_armed	CIWS Armed	CIWS armé	CIWS aktiviert	Armar CIWS	Авто-турель ПВО	CIWS acionadas	近程防御武器系统准备	近接防衛システム 武装済み
868	e_loc_manual_defensive_weapons_buttons_ciws	Arm each of the 4 CIWS guns.	Armez chacun des 4 canons CIWS.	Aktiviert jede der 4 CIWS-Kanonen.	Arma los cuatro cañones CIWS.	Активирует работу автоматической турели ПВО.	Acione cada uma das 4 armas CIWS.	准备4个近程防御武器系统中的一个。	近接防衛システム機関砲4つをそれぞれ装備する
869	e_loc_upp_support_weapons	SUPPORT WEAPONS	ARMES DE SOUTIEN	UNTERSTÜTZUNGSWAFFEN	ARMAS DE APOYO	ОРУЖИЕ ПОДДЕРЖКИ	ARMAS DE APOIO	支援武器	援護用武器
870	e_loc_manual_support_weapons_overview_1	Support weapons can be used to neutralise surface-based threats at long range.	Les armes de soutien peuvent être utilisées pour neutraliser les menaces de surface à longue portée.	Unterstützungswaffen können eingesetzt werden, um oberflächengestützte Bedrohungen auf große Entfernung zu neutralisieren.	Las armas de apoyo se pueden utilizar para neutralizar amenazas superficiales desde lejos.	Используется для устранения наземной техники и различных целей на большом удалении от авианосца.	Armas de apoio podem ser utilizadas para neutralizar ameaças terrestres à longa distância.	支援武器可以在远处消灭地面上的威胁。	援護用武器は、長距離からの水上の脅威を無効化するために使用できる。
871	e_loc_manual_support_weapons_overview_2	They consist of an artillery gun, cruise missile silo and flare launcher.	Ils se composent d'un canon d'artillerie, d'un silo de missiles de croisière et d'un lance-fusées.	Sie bestehen aus einem Artilleriegeschütz, einem Silo für Marschflugkörper und einem Leuchtraketenwerfer.	Son un cañón de artillería, un silo de misiles de crucero y un lanzabengalas.	Включает в себя орудие главного калибра (АВЦ ОГК), установку запуска ракет большой дальности (АВЦ РБД), а так же установку для запуска сигнальных осветительных гранат (АВЦ СИГ).	Elas são compostas por uma arma de artilharia, um silo de míssil de cruzeiro e um lançador de sinalizador.	它们包括炮兵大炮、巡航导弹筒和曳光弹发射器。	大砲、巡航ミサイルサイロ、フレアランチャーから構成されている。
872	e_loc_manual_support_weapons_overview_3	When armed, they may be operated remotely using an observation camera attached to a deployed vehicle, or from the carrier's viewing scope.	Lorsqu'ils sont armés, ils peuvent être commandés à distance à l'aide d'une caméra d'observation fixée à un véhicule déployé ou à partir de la lunette de visée du transporteur.	Wenn sie aufgeschaltet sind, können sie über eine an einem Einsatzfahrzeug angebrachte Kamera oder über das Beobachtungsgerät des Trägers ferngesteuert werden.	Cuando están armadas, se pueden operar de forma remota mediante una cámara de observación conectada a un vehículo desplegado o con el telescopio del portaviones.	При включении оружие поддержки может управляться удаленно с помощью любой обзорной камеры которая может быть установлена на технику, а так же с камеры авианосца при помощи целеуказателя.	Quando acionadas, elas podem ser operadas remotamente usando a câmara de observação acoplada ao veículo enviado ou diretamente do escopo de visão do porta-aviões.	准备后，你可以用已部署载具上的观察摄像头或航母上的观察镜来遥控它们。	装備時、配置された機体に取り付けられた監視カメラを使用するか、あるいは航空母艦の照準器から遠隔で操作できる。
873	e_loc_support_weapons	Support Weapons	Armes de soutien	Unterstützungswaffen	Armas de apoyo	Оружие поддержки	Armas de apoio	支援武器	援護用武器
874	e_loc_manual_support_weapons_screens_support_weapons	Displays ammo, damage and remote operation state of support weapons.	Affiche les munitions, les dégâts et l'état de fonctionnement à distance des armes de soutien.	Zeigt Munition, Schaden und Fernbedienungsstatus der Unterstützungswaffen an.	Muestra la munición, el daño y el estado de funcionamiento remoto de las armas de apoyo.	Отображает боезапас и запросы на применение вооружения.	Exibe munição, dano e a situação da operação remota das armas de apoio.	显示支援武器的弹药、损伤和遥控状态。	援護用武器の砲弾、ダメージ、遠隔操作ステータスを表示する。
875	e_loc_viewing_scope	Viewing Scope	Portée de visualisation	Beobachtungsgerät	Telescopio	Целеуказатель	Escopo de visão	观察镜	照準器
876	e_loc_manual_support_weapons_screens_viewing_scope	Provides access to the carrier's mast-mounted observation camera.	Permet d'accéder à la caméra d'observation montée sur le mât du transporteur.	Ermöglicht den Zugriff auf die am Mast montierte Beobachtungskamera des Trägers.	Permite acceder a la cámara de observación del mástil del portaviones.	Предоставляет доступ к обзорной камере авианосца установленной на мачте.	Fornece acesso às câmeras de observação posicionadas em mastros do porta-aviões.	让你可以操作航母天线塔上安装的观察摄像头。	航空母艦の帆柱に取り付けられた監視カメラにアクセスできる。
877	e_loc_manual_support_weapons_buttons_missile	Arms the cruise missile so that it can accept remote orders.	Arme le missile de croisière pour qu'il puisse accepter des commandes à distance.	Aktiviert den Marschflugkörper, sodass er Fernbefehle annehmen kann.	Arma el misil de crucero para que acepte órdenes remotas.	Активирует установку для запуска ракет большой дальности (АВЦ РБД).	Aciona o míssil de cruzeiro para ser operado remotamente.	准备巡航导弹，使其能接受遥控指令。	巡航ミサイルを武装し、遠隔指令を承認できるようにする。
